OBJECTID,Parcel Number,APN  JF,Address,City,Zip Code,Legal Line,Case No 1,Case No 2,Case No 3,Case No 4,Amount 1,Amount 2,Amount 3,Amount 4,Sale Location
841,32-920-08-18-00-0-00-000,JA32920081800000000,5238 SKILES AVE,KANSAS CITY,64129,"VINEYARD HILLS EAST CORR PL, AT LOT 16 EXC N 18.75' & N    25' OF LOT 17 ALL IN BLK 1",K2015-03031,,,,4124.75,,,,Kansas City
836,32-940-04-01-00-0-00-000,JA32940040100000000,5520 WALLACE AVE,KANSAS CITY,64129,"COACH LIGHT SQUARE, LOT 39",K2015-03036,,,,5689.6,,,,Kansas City
838,32-940-03-08-00-0-00-000,JA32940030800000000,8209 E 55TH ST,KANSAS CITY,64129,"COLLINGS HOMESTEAD--- PT LOT 1 DAF: BEG 535' N OF SW COR  SD LOT 1 TH S 89 DEG 07 MIN 00 SEC E 80' TH N 114.11' TH S 87 DEG 30 MIN 00 SEC E  69.96'TO TRUE POB, TH N 15 DEG 57 MIN 00 SEC E 167.35' TH S, 89 DEG 07 MIN 00 SEC  E 90' TH S 15 DEG 57 MIN 00 SEC W 169.91' TH N 87 DEG 30 MIN 00 SEC W 89.37' TO TRU POB( KNOWN AS TRACT 2 ON CERT SUR T-1 PG-90)",K2015-03035,,,,1366.35,,,,Kansas City
863,33-120-09-15-00-0-00-000,JA33120091500000000,14600 E 39TH ST S,INDEPENDENCE,64055,SEC-24 TWP-49 RNG-32---PT SW 1/4 NW 1/4 DAF: BEG SW COR SW 1/4 NW 1/4 TH N 379.06' TH E 170.56' TH S 379.06' TO S LI NW 1/4 TH W ALG S LI TO POB (EX W 31' & EX S 35' TAKEN FOR ROW),I2015-00348,,,,5563.47,,,,Independence
869,33-220-07-29-00-0-00-000,JA33220072900000000,3516 S SPRING ST,INDEPENDENCE,64055,"SANTA FE ACRES, LOT 228",I2015-00352,,,,4703.5,,,,Independence
864,33-230-14-11-00-0-00-000,JA33230141100000000,13801 E 42ND TER S,INDEPENDENCE,64055,"LES BYRON COMMERCIAL, ALL TH PT OF TR 6 LY W OF A LI BEG 415' W OF SE COR, THOF TH N 364.85' N TO S LI OF 42ND ST & E 5' OF TR 5",I2015-00353,,,,57068.64,,,,Independence
1,33-340-12-21-00-0-02-004,JA33340122100002000,12310 E 43RD ST S UNIT 13,INDEPENDENCE,64055,"SANTA FE TRAILS CONDOMINIUMS UNITS 11-20, UNIT 13 & GARAGE G-N",I2015-00357,,,,4211.28,,,,Independence
860,33-410-14-25-01-1-00-000,JA33410142501100000,NO ADDRESS ASSIGNED BY CITY,INDEPENDENCE,64055,"WEDGEWOOD, LOT 105 (EX N 57') & LOT 106 (EX N 57' OF W 49.93') & ALL OF, LOTS 107-109",I2015-00359,,,,1064.94,,,,Independence
861,33-410-14-25-01-2-00-000,JA33410142501200000,NO ADDRESS ASSIGNED BY CITY,KANSAS CITY,64133,"WEDGEWOOD, N 57' OF LOT 105 & N 57' OF W 49.93' OF LOT 106",I2015-00360,,,,730.73,,,,Independence
862,33-410-13-01-00-0-00-000,JA33410130100000000,12525 E US 40 HWY,INDEPENDENCE,64055,"WITTE ED H FARM SUB, PT OF LOTS 11 & 12 DAF: BEG ON S LI LOT 11 51.73' W OF, SE COR SD LOT TH N 28 DEG E 107' TO SLY ROW LI U.S. HWY, 40 TH S 47 DEG E ALG SD ROW 139.37' TO PT ON S LI LOT 12, TH W ALG SD S LI LOT 12 & LOT 11 153.81' TO POB, (PT LOT 1 CERT SUR T-8 PG-23)",I2015-00358,,,,5596.5,,,,Independence
857,33-540-01-12-00-0-00-000,JA33540011200000000,4901 EMERY AVE,KANSAS CITY,64136,"SNI-A-BAR ADD, LOT 27",I2015-00365,,,,4576.67,,,,Independence
858,33-540-01-56-00-0-00-000,JA33540015600000000,4851 EMERY AVE,KANSAS CITY,64136,SNI-A-BAR ADD E 215.44' OF LOT 23 & ALL LOT 24,I2014-00397,,,,2087.98,,,,Independence
854,33-910-05-11-00-0-00-000,JA33910051100000000,12308 E 52ND TER S,INDEPENDENCE,64055,"CHAPEL VALLEY ADD, LOT 23",I2015-00366,,,,6179.72,,,,Independence
855,33-920-02-07-00-0-00-000,JA33920020700000000,5118 S FULLER AVE,INDEPENDENCE,64055,"CHAPEL VALLEY ADD, LOT 78",I2015-00368,,,,6603.37,,,,Independence
853,33-920-16-01-00-0-00-000,JA33920160100000000,12350 VELIE RD,KANSAS CITY,64133,"SEC-34 TWP-49 RNG-31---PT SE 1/4 SW 1/4 DAF: BEG 85.92' SWLY NE COR TR E ROLLING MEADOWS 4TH PLAT TH CONT SWLY 33.85' TO NLY ROW LI VELIE RD TH N 43 DEG 03 MIN 47 SEC W 96.04' TH NELY ALG CURV RI RAD, 25' DIST 39.27' TH N 43 DEG 03 MIN 47 SEC W 60' TH NWLY ALG CURV RI RAD 25' DIST 39.27' TH N 43 DEG 03 MIN 47 SEC W 15' TH N 43 DEG 03 MIN 47 SEC W 452' MOL TH NELY 554.71' TH E 491.52' TH SWLY, 1077.80' TO POB",I2015-00370,,,,11600.84,,,,Independence
865,35-300-03-07-02-4-00-000,JA35300030702400000,NO ADDRESS ASSIGNED BY CITY,NULL,,"SEC-22 TWP-49 RNG-31---PT E 1/2 SW 1/4 DAF: BEG NE COR SW 1/4 TH S 03 DEG O4 MIN 23 SEC W 167.84' TO TRU POB TH N 85 DEG 22 MIN 16 SEC W 203.54' TH WLY & SWLY ALG CURV LF RAD 940' ARC DIST 526.36' TH, S 62 DEG 32 MIN 45 SEC W 719.02' TH S 02 DEG W 2013.05' TH S 88 DEG E 1322.83' TH N 03 DEG E 2471.78' TO TRU POB",I2012-00327,I2015-00380,,,2025320.36,2025320.36,,,Independence
811,35-310-04-04-00-0-00-000,JA35310040400000000,NO ADDRESS ASSIGNED BY CITY,INDEPENDENCE,64015,"SEC-22 TWP-49 RNG-31---PT NE 1/4 & SE 1/4 DAF: BEG SE COR NE 1/4 TH N 88 DEG 40 MIN 32 SEC W 2400' TO TRU POB TH N 03 DEG 47 MIN 28 SEC E 688.41' TH S 89 DEG 20 MIN 14 SEC E 1030.26' TH N 64 DEG 32, MIN 09 SEC E 761.9' TH S 25 DEG 28 MIN 02 SEC E 124.36' TH S 59 DEG 38 MIN 04 SEC E 140' TH ALG CURV LF RAD 225' DIST 87.06' TH S 08 DEG 11 MIN 43 SEC W 45.52' TH ALG CURV RI RAD 25' DIST 29.01' TH N, 00 DEG 59 MIN 27 SEC W 140' TH S 79 DEG 26 MIN 35 SEC W 125.45' TH S 61 DEG 49 MIN 19 SEC W 119.67' TH S 55 DEG 00 MIN 33 SEC W 360' TH S 55 DEG 08 MIN 03 SEC W 88.77' TH S 60 DEG 32 MIN 51 SEC W, 82.91' TH S 68 DEG 40 MIN 30 SEC W 82.91' TH S 76 DEG 55 MIN 53 SEC W 268.38' TH S 71 DEG 15 MIN 56 SEC W 256.42' TH S 86 DEG 30 MIN 31 SEC W 246.15' TH N 77 DEG 37 MIN 32 SEC W 143.18' TH S 71 DEG 27, MIN 04 SEC W 173.7' TH S 02 DEG 33 MIN 03 SEC W 235.15' TH N 74 DEG 16 MIN 46 SEC E 175.75' TH ALG CURV LF RAD 50' DIST 39.36' TH ALG CURV RI 60' DIST 41.26' TH S 88 DEG 04 MIN 58 SEC E 140.2' TH ALG, CURV LF RAD 625' DIST 116.07' TH N 81 DEG 16 MIN 35 SEC E 121.49' TH ALG CURV RI RAD 175' DIST 51.84' TH ALG CURV RI RAD 25' DIST 44.4' TH S 20 DEG 00 MIN 37 SEC W 60.73' TH S 29 DEG 05 MIN 33 SEC W, 120.74' TH N 85 DEG 22 MIN 16 SEC W 690.42' TH N 03 DEG 47 MIN 28 SEC E 62.49' TO TRU POB",I2011-00368,I2014-00407,,,285215.19,285215.19,,,Independence
866,35-310-08-99-00-0-00-000,JA35310089900000000,NO ADDRESS ASSIGNED BY CITY,INDEPENDENCE,64015,"SEC-22 TWP-49 RNG-31---PT NE 1/4 DAF: BEG SE COR NE 1/4 TH N 88 DEG 40 MIN 32 SEC E 1577' TO TRU POB TH N 27 DEG 45 MIN 03 SEC W 0.56' TH NELY ALG CURV LF RI RAD 220' DIST 283.22' TH N 78 DEG 23 MIN, 24 SEC E 123.52' TH NELY ALG CURV LF RAD 775' DIST 210.73' TH S 27 DEG 10 MIN 50 SEC E 139.98'  TH N 59 DEG 44 MIN 38 SEC E 102.84' TH N 55 DEG 00 MIN 33 SEC E 528.63' TH N 05 DEG 40 MIN 37 SEC W, 117.87' TH ELY ALG CURV RI RAD 125.22' TH S 53 DEG 35 MIN 40 SEC E 120.33' TH SLY ALG CURV RI 25' DIST 34.24' TH S 14 DEG 43 MIN 03 SEC W 2.35' TH ALG CURV LF RAD 225' DIST 48.27' TH S 02 DEG 25 MIN, 34 SEC W 208.73' TH S 88 DEG 59 MIN 54 SEC W 114.98' TH S 43 DEG 31 MIN 02 SEC W 249.22' TH S 60 DEG 38 MIN 24 SEC W 323.67' TH S 15 DEG 33 MIN 45 SEC W 151' TH N 74 DEG 26 MIN 16 SEC W 410.66' TH WLY, ALG CURV LF RAD 1060.16' DIST 202.28' TH N 85 DEG 22 MIN 16 SEC W 48.23' TH N 27 DEG 03 MIN W 130.15' TO TRU POB",I2011-00369,I2014-00408,,,205184.74,205184.74,,,Independence
859,35-520-02-25-00-0-00-000,JA35520022500000000,COMMON AREA,INDEPENDENCE,64015,STONE CANYON----TRACT GC-2,I2014-00414,,,,212979.34,,,,Independence
10,35-610-03-50-00-0-08-001,JA35610035000008000,1305 NW VILLAGE DR APT D,BLUE SPRINGS,64015,WEATHERSTONE VILLAGE CONDOMINIUMS---UNIT 1305-D,I2015-00386,,,,6588.65,,,,Independence
888,35-710-02-30-00-0-00-000,JA35710023000000000,1003 NW B ST,BLUE SPRINGS,64015,STANLEY ESTATE SUB  LOT 19 & E 6 1/2 FT OF LOT 18,I2015-00388,,,,10431.43,,,,Independence
887,35-710-40-06-00-0-00-000,JA35710400600000000,1805 SW WALNUT ST,BLUE SPRINGS,64015,"LEWIS ADD, S 1/2 OF E 1/2 OF LOT 3 & E 1/2 OF 4 & 5 BLK 3 & W 1/2, OF VAC ALLEY LY E OF & ADJ",I2015-00389,,,,3920.92,,,,Independence
856,36-500-04-01-02-3-00-000,JA36500040102300000,NO ADDRESS ASSIGNED BY CITY,BLUE SPRINGS,64014,"SEC-29  TWP-49  RNG-30, PT NE 1/4 SE 1/4 DAF: BEG NE COR SE 1/4 TH N 87 DEG 32 MIN 25 SEC W ALG N LI SD SE 1/4 885.82' TH S 2 DEG 16 MIN 41 SEC W 567.14' TO TRU POB TH S 400' MOL TO N ROW LI I 70 TH W ALG SD N ROW LI I 70, 430' TH N 65' TH W 25' TO A PT ON W LI NE 1/4 SE 1/4 TH N 575' MOL ALG SD 1/4 1/4 LI TH S 82 DEG 12 MIN 27 SEC E 75.78' TH S 74 DEG 59 MIN 53 SEC E 348.77' TH S 9 DEG 06 MIN 37 SEC E 113.35' TH S 74, DEG 59 MIN 53 SEC E 26.54' TO TRU POB",I2015-00395,,,,2769.31,,,,Independence
805,38-720-05-02-00-0-00-000,JA38720050200000000,NO ADDRESS ASSIGNED BY CITY,OAK GROVE,64075,"OAK CENTER ADDITION---PT OF LOT 1 DAF:  BEG AT A PT TH IS N 87 DEG 28 MIN 21 SEC W 285.27' & S 00 DEG 09 MIN 47 SEC W 87.96' FROM TH NE COR OF SD LOT 1 TH S 00 DEG 09 MIN 47 SEC W 48' TH N 89 DEG 50, MIN 13 SEC W 15' TH N 00 DEG 09 MIN 47 SEC E 48' TH S 89 DEG 50 MIN 13 SEC E 15' TO POB",I2015-00409,,,,7528.55,,,,Independence
813,38-840-20-08-00-0-00-000,JA38840200800000000,200 SW 12TH ST,OAK GROVE,64075,"OAK GROVE, E 25' OF LOT 11 & ALL OF LOT 12 BLK 9",I2014-00446,,,,1186.19,,,,Independence
889,41-210-06-28-00-0-00-000,JA41210062800000000,1103 SKYVIEW DR,BLUE SPRINGS,64014,"EASTRIDGE MEADOWS 2ND PLAT, LOT 124",I2014-00453,,,,9728.93,,,,Independence
850,44-400-12-06-00-0-00-000,JA44400120600000000,11722 E 71ST CT,KANSAS CITY,64133,"OAK HILL LAKE ESTATES 2ND PLAT, PT OF LOT 15 DAF: BEG AT NE COR TH W 95' M/L TH S 145', M/L TH S 75 DEG E 90' M/L TH NLY ALG CURV TO RI 56.30' TH, N 11 DEG W 133.79' TO POB",I2015-00431,,,,2002.01,,,,Independence
849,44-500-04-07-00-0-00-000,JA44500040700000000,14401 LITTLE BLUE RD,KANSAS CITY,64136,"SEC-11 TWP-48 RNG-32, PT NE1/4 SE1/4 DAF: BEG 423' S & 18.4' E OF NW COR SD 1/4, 1/4 AT INTERSEC E ROW LI MOPAC RR & S ROW LI ROCK RD TH E, 335' ALG SD S ROW TH S 1 DEG W 220' TO INTERSEC LITTLE BLUE, RIVER TH SWLY MEAND ALG SD RIVER TO PT 275' S OF SD S ROW LI, TH W 137' TO E ROW RR TH N 275' ALG SD ROW TO POB",I2015-00435,,,,24252.47,,,,Independence
852,45-110-13-15-00-0-00-000,JA45110131500000000,6216 ENGLEWOOD AVE,RAYTOWN,64133,"SPRINGWOOD, LOT 41",I2014-00476,,,,3791.52,,,,Independence
851,45-140-01-18-00-0-00-000,JA45140011800000000,11200 E 64TH TER,RAYTOWN,64133,"WOODSON HILLS, LOT 25",I2015-00440,,,,7218.57,,,,Independence
833,45-420-01-15-00-0-00-000,JA45420011500000000,8011 E 67TH ST,KANSAS CITY,64133,"EAST SWOPE HIGHLANDS, TH W 285' OF TH N 220' OF     LOT 23 (EX TH N 120' OF W, 125')",K2015-03045,,,,2456.06,,,,Kansas City
834,45-420-01-05-00-0-00-000,JA45420010500000000,8001 E 67TH ST,KANSAS CITY,64133,"EAST SWOPE HIGHLANDS, W 125' OF N 120' OF LOT 23",K2015-03044,,,,5375.75,,,,Kansas City
828,45-430-04-20-00-0-00-000,JA45430042000000000,7204 RICHMOND AVE,KANSAS CITY,64133,"HULLWOOD, LOT 61",K2012-03094,,,,9079.54,,,,Kansas City
831,45-430-03-12-00-0-00-000,JA45430031200000000,7404 E GREGORY BLVD,KANSAS CITY,64133,"HULLWOOD, TH W 30' OF LOT 15, AL L OF   LOT 16 AND TH E 60' OF LOT, 17 17",K2015-03047,,,,8522.67,,,,Kansas City
830,45-510-15-48-00-0-00-000,JA45510154800000000,7033 ARLINGTON AVE,RAYTOWN,64133,"LAUREL HEIGHTS EXTENSION, LOT 34 BLK 4",I2015-00445,,,,4104.69,,,,Independence
832,45-510-15-22-00-0-00-000,JA45510152200000000,9353 E 69TH ST,RAYTOWN,64133,"LAUREL HEIGHTS EXTENSION, LOT 5 BLK 4",I2015-00444,,,,35580.75,,,,Independence
829,45-530-02-31-00-0-00-000,JA45530023100000000,9106 E 72ND TER,RAYTOWN,64133,GREGORY HEIGHTS FIFTH PLAT---BLK 12 LOT 27,I2014-00488,,,,4771.7,,,,Independence
827,45-530-18-01-00-0-00-000,JA45530180100000000,9207 E 74TH TER,RAYTOWN,64133,"GREGORY HEIGHTS 4TH PLAT, LOT 9 BLK 17",I2015-00448,,,,6383.43,,,,Independence
848,45-640-11-07-00-0-00-000,JA45640110700000000,7312 HARVARD AVE,RAYTOWN,64133,"VILLAGE GARDENS, LOT 127",I2015-00454,,,,8760.41,,,,Independence
525,46-220-14-16-00-0-00-000,JA46220141600000000,4235 E 62ND ST,KANSAS CITY,64130,"SWOPE PARK VIEW, W 45' OF N 162.41' LOT 35 & W 75' OF N 62.49' OF S 119.99', SD LOT 35",K2015-03076,,,,2365.54,,,,Kansas City
526,46-220-12-24-00-0-00-000,JA46220122400000000,4218 E 61ST ST,KANSAS CITY,64130,"FLACY'S SWOPE PARK SUB, W 1/2 OF LOT 30",K2015-03070,,,,2179.43,,,,Kansas City
530,46-220-12-18-00-0-00-000,JA46220121800000000,4201 E 60TH TER,KANSAS CITY,64130,"FLACY'S SWOPE PARK SUB, N 127 FT OF LOT 9",K2012-15224,K2015-03069,,,3811.96,3811.96,,,Kansas City
533,46-310-03-15-00-0-00-000,JA46310031500000000,3407 E 60TH ST,KANSAS CITY,64130,"SWOPE PARK HIGHLANDS, N 150' OF W 15' LOT 38 & N 150' OF E 53' LOT 43",K2015-03079,,,,3262.67,,,,Kansas City
535,46-310-04-11-00-0-00-000,JA46310041100000000,3814 E 60TH ST,KANSAS CITY,64130,"MOUNTAIN VIEW, E 75 FT OF LOTS 29 & 30",K2015-03081,,,,1944.74,,,,Kansas City
306,46-310-09-20-00-0-00-000,JA46310092000000000,6219 INDIANA AVE,KANSAS CITY,64130,"SWOPE PARK HIGHLANDS, S 30' OF W 169' OF LOT 34",K2015-03088,,,,376.11,,,,Kansas City
314,46-310-06-04-00-0-00-000,JA46310060400000000,3903 E 60TH TER,KANSAS CITY,64130,"FLACY'S SWOPE PARK SUB, E 1/2 OF LOT 1",K2015-03083,,,,1813.93,,,,Kansas City
527,46-310-06-40-00-0-00-000,JA46310064000000000,3856 E 61ST ST,KANSAS CITY,64130,"SEC-03 TWP-48 RNG-33---TH W 90' OF TH PT OF TH E 1/2 OF NE 1/4 DAF: BEG IN CEN-LI OF 61ST ST AT A PT 882.90' E OF W LI & 1422.10' S OF N LI OF SD E 1/2 OF SD SEC TH N 246.65' TO SE COR OF LT 22, EDWIN'S E. ARNOLD'S ADD TH W 100' TH S 246.65' TH E 100' TO POB.",K2014-03004,,,,576.47,,,,Kansas City
528,46-310-06-36-00-0-00-000,JA46310063600000000,3840 E 61ST ST,KANSAS CITY,64130,SECT-03 TWP-48 RNG-33--- BEG ON N LI 61ST ST 250' W OF SW COR LOT 8 FLACYS SWOPE PARK SUB TH N 226.65' TH W 50' TH S 226.65' TH E TO BEG.,K2015-03084,,,,2417.71,,,,Kansas City
531,46-320-11-19-00-0-00-000,JA46320111900000000,2914 E 61ST ST,KANSAS CITY,64130,"BEAUFORT, W 34' OF E 136' OF S 125' LOT 50",K2014-03021,,,,1109.73,,,,Kansas City
532,46-320-10-05-00-0-00-000,JA46320100500000000,6013 CHESTNUT AVE,KANSAS CITY,64130,"LUCK ADD RESURVEY, LOTS 5 & 6 BLK 60",K2015-03099,,,,1840.69,,,,Kansas City
520,46-330-01-04-00-0-00-000,JA46330010400000000,6311 COLLEGE AVE,KANSAS CITY,64132,"UNIVERSITY HEIGHTS RES, LOT 244",K2014-03036,,,,3200.21,,,,Kansas City
521,46-330-04-24-00-0-00-000,JA46330042400000000,6304 BELLEFONTAINE AVE,KANSAS CITY,64132,"UNIVERSITY HEIGHTS, S 44 FT OF N 88 FT OF LOTS    22 23 & 24 S 44 FT OF N 88, FT OF E 20 FT OF LOT 25",K2015-03119,,,,3272.08,,,,Kansas City
522,46-330-03-19-00-0-00-000,JA46330031900000000,6324 WALROND AVE,KANSAS CITY,64132,"UNIVERSITY HEIGHTS RES, S 9 FT OF LOT 204 & N 43.5 FT OF LOT 205",K2015-03118,,,,2637.27,,,,Kansas City
519,46-330-12-10-00-0-00-000,JA46330121000000000,2800 E MEYER BLVD,KANSAS CITY,64132,"PARK GATE, WLY 6' LOT 160 & ALL LOTS 161-162",K2014-03041,,,,4171.65,,,,Kansas City
517,46-330-22-11-00-0-00-000,JA46330221100000000,6637 SOUTH BENTON AVE,KANSAS CITY,64132,"PARK GATE, LOTS 402 & 403",K2015-03130,,,,2855.73,,,,Kansas City
515,46-340-05-10-00-0-00-000,JA46340051000000000,6643 BALES AVE,KANSAS CITY,64132,"PARK GATE, LOTS 804 & 805",K2014-03050,,,,2145.24,,,,Kansas City
512,46-410-03-06-00-0-00-000,JA46410030600000000,6719 MONROE AVE,KANSAS CITY,64132,"SWOPE PARK CAMPUS, LOT 43",K2014-03053,,,,896.31,,,,Kansas City
513,46-410-01-18-00-0-00-000,JA46410011800000000,4034 E 67TH TER,KANSAS CITY,64132,"SUNSET LODGE, LOT 56",K2015-03136,,,,1760.78,,,,Kansas City
479,46-410-13-21-00-0-00-000,JA46410132100000000,4024 E 68TH TER,KANSAS CITY,64132,"SUNSET LODGE, LOT 176",K2015-03147,,,,2299.86,,,,Kansas City
491,46-410-08-13-00-0-00-000,JA46410081300000000,6837 BALES AVE,KANSAS CITY,64132,"SWOPE PARK CAMPUS, LOT 123",K2015-03139,,,,1164.76,,,,Kansas City
498,46-410-08-14-00-0-00-000,JA46410081400000000,6841 BALES AVE,KANSAS CITY,64132,"SWOPE PARK CAMPUS, LOT 122",K2015-03140,,,,1853.77,,,,Kansas City
502,46-410-14-10-00-0-00-000,JA46410141000000000,6815 CLEVELAND AVE,KANSAS CITY,64132,SUNSET LODGE N 35 FT OF LOTS 151-152-153 &154,K2015-03149,,,,910.09,,,,Kansas City
504,46-410-14-08-00-0-00-000,JA46410140800000000,3807 E 68TH ST,KANSAS CITY,64132,"SUNSET LODGE, LOT 147",K2015-03148,,,,719.34,,,,Kansas City
507,46-410-11-03-00-0-00-000,JA46410110300000000,3837 E 67TH TER,KANSAS CITY,64132,"SUNSET LODGE, LOT 75",K2015-03144,,,,2692.65,,,,Kansas City
508,46-410-11-06-00-0-00-000,JA46410110600000000,3825 E 67TH TER,KANSAS CITY,64132,"SUNSET LODGE, LOT 78",K2015-03145,,,,1239.64,,,,Kansas City
482,46-410-23-19-00-0-00-000,JA46410231900000000,3400 E GREGORY BLVD,KANSAS CITY,64132,"SHILOH PARK, ALL OF LOT 20 (EX PT IN       GREGORY BLVD) & S 37.5' OF, LOT 19",K2015-03156,,,,2519.62,,,,Kansas City
489,46-410-23-35-00-0-00-000,JA46410233500000000,7008 BALES AVE,KANSAS CITY,64132,"SHILOH PARK, LOT 38",K2015-03158,,,,1265.85,,,,Kansas City
499,46-410-15-05-00-0-00-000,JA46410150500000000,3825 E 68TH TER,KANSAS CITY,64132,"SUNSET LODGE, LOT 207",K2015-03150,,,,365.63,,,,Kansas City
481,46-410-32-17-00-0-00-000,JA46410321700000000,7046 MYRTLE AVE,KANSAS CITY,64132,"SWOPELAND, LOT 136",K2015-03164,,,,1010.53,,,,Kansas City
487,46-410-29-23-00-0-00-000,JA46410292300000000,4034 E 70TH ST,KANSAS CITY,64132,"SWOPELAND, LOT 49 & W 5/10 FT OF LOT 50",K2015-03162,,,,3402.56,,,,Kansas City
488,46-410-29-21-00-0-00-000,JA46410292100000000,4028 E 70TH ST,KANSAS CITY,64132,"SWOPELAND, LOT 47",K2015-03161,,,,479.3,,,,Kansas City
490,46-410-29-20-00-0-00-000,JA46410292000000000,4022 E 70TH ST,KANSAS CITY,64132,"SWOPELAND, LOT 46",K2014-03078,,,,2187.93,,,,Kansas City
494,46-420-14-16-00-0-00-000,JA46420141600000000,3114 E 69TH ST,KANSAS CITY,64132,"SWOPE PARK CAMPUS, E 47 FT OF W 94 FT OF S 150   FT OF LOT 244",K2015-03181,,,,1703.5,,,,Kansas City
501,46-420-12-11-00-0-00-000,JA46420121100000000,6829 SOUTH BENTON AVE,KANSAS CITY,64132,SWOPE PARK CAMPUS---S 38' OF N 76' OF LOT 261,K2015-03177,,,,1730.15,,,,Kansas City
505,46-420-11-05-00-0-00-000,JA46420110500000000,6811 CHESTNUT AVE,KANSAS CITY,64132,"PROSPECT RIDGE, S 38 FT OF LOT 34",K2015-03176,,,,7281.26,,,,Kansas City
511,46-420-05-10-00-0-00-000,JA46420051000000000,6725 SOUTH BENTON AVE,KANSAS CITY,64132,"WITSCHNER'S ADD, LOT 24",K2015-03173,,,,1938.08,,,,Kansas City
478,46-420-21-25-00-0-00-000,JA46420212500000000,6908 AGNES AVE,KANSAS CITY,64132,"SWOPE RIDGE, LOT 245",K2014-03102,,,,1647.45,,,,Kansas City
484,46-420-32-26-00-0-00-000,JA46420322600000000,7004 INDIANA AVE,KANSAS CITY,64132,"SWOPE RIDGE, ALL OF LOT 21",K2015-03197,,,,1308.85,,,,Kansas City
468,46-430-03-17-00-0-00-000,JA46430031700000000,3112 E 72ND ST,KANSAS CITY,64132,"SWOPE PARK HEIGHTS, E 38' OF 76' OF S 120' LOT 11",K2015-03201,,,,3317.75,,,,Kansas City
480,46-430-01-04-00-0-00-000,JA46430010400000000,7105 COLLEGE AVE,KANSAS CITY,64132,"HENRITZ ADD, LOT 3",K2015-03199,,,,1623.04,,,,Kansas City
473,46-430-09-06-00-0-00-000,JA46430090600000000,7229 PROSPECT AVE,KANSAS CITY,64132,"MAYBURN, LOT 9",K2015-03204,,,,2809.64,,,,Kansas City
471,46-430-21-01-00-0-00-000,JA46430210100000000,2925 E 73RD ST,KANSAS CITY,64132,"FLORAL PARK, LOTS 11 & 12",K2015-03213,,,,1756.36,,,,Kansas City
472,46-430-15-07-00-0-00-000,JA46430150700000000,7221 WALROND AVE,KANSAS CITY,64132,"EAST MAYBURN, LOTS 6 & 7",K2015-03207,,,,1099.29,,,,Kansas City
955,46-430-17-07-00-0-00-000,JA46430170700000000,7321 COLLEGE AVE,KANSAS CITY,64132,"WISELEY BROS ADD, LOT 6 & N 20' OF LOT 7",K2011-03190,,,,3205.68,,,,Kansas City
474,46-440-08-25-00-0-00-000,JA46440082500000000,7210 BALES AVE,KANSAS CITY,64132,"SHILOH, LOT 11",K2015-03222,,,,2451.08,,,,Kansas City
475,46-440-11-01-00-0-00-000,JA46440110100000000,3711 E 72ND ST,KANSAS CITY,64132,"DOZIER PLACE, LOTS 1 & 2",K2015-03225,,,,784.05,,,,Kansas City
919,46-440-07-12-00-0-00-000,JA46440071200000000,7139 INDIANA AVE,KANSAS CITY,64132,"BUSCH, N 29' LOT 16 S 7' LOT 17",K2015-03221,,,,1441.78,,,,Kansas City
485,46-520-09-09-00-0-00-000,JA46520090900000000,6927 SPRUCE AVE,KANSAS CITY,64132,"SWOPELAND, W 1/2 OF LOT 164",K2015-03236,,,,1630.59,,,,Kansas City
486,46-520-08-13-00-0-00-000,JA46520081300000000,6938 SPRUCE AVE,KANSAS CITY,64132,"SWOPELAND, LOT 198",K2015-03235,,,,2066.16,,,,Kansas City
495,46-520-06-17-00-0-00-000,JA46520061700000000,4224 E 68TH TER,KANSAS CITY,64132,"SOUTH EAST GARDEN HOMES, LOT 63",K2015-03233,,,,2039.57,,,,Kansas City
312,46-910-07-06-00-0-00-000,JA46910070600000000,3503 E 78TH ST,KANSAS CITY,64132,SECTION 15 TWNSHP 48 RANGE 33 W 1/2  OF E 1/2 OF SW 1/4 OF NE 1/4,K2015-03242,,,,3032.55,,,,Kansas City
418,46-910-07-01-00-0-00-000,JA46910070100000000,3901 E 78TH ST,KANSAS CITY,64132,HOELZELS BLUE RIVER HEIGHTS TH PT OF LOT 4 LY W OF MO PAC RR & SLY OF ST & ALSO PRIVATE RD TO W OF SD LOT 4,K2015-03240,,,,18674.05,,,,Kansas City
457,46-910-07-03-01-0-00-000,JA46910070301000000,3543 E 78TH ST,KANSAS CITY,64132,"RNG-33 TWP-48 SEC-15, BEG AT A PT ON N LI OF E 1/2 W 1/2 SE 1/4 SW 1/4 NE 1/4, 76.47' W OF NE 1/4 SD E 1/2 TH E ALG SD N LI 76.47' TO NE, COR SD E 1/2 TH S ALG E LI SD E 1/2 170' TH W 81' TH N 170', TO POB (EX PT IN ST)",K2015-03241,,,,1437.25,,,,Kansas City
463,46-920-03-01-02-0-00-000,JA46920030102000000,2921 E 77TH ST,KANSAS CITY,64132,MARLBORO WOODS---LOT 2,K2015-03243,,,,4530.27,,,,Kansas City
419,46-930-05-12-00-0-00-000,JA46930051200000000,7936 AGNES AVE,KANSAS CITY,64132,"SOUTH MARLBORO WOODS, ALL OF LOTS 53 & 54 & N 20' OF LOT 55",K2015-03250,,,,1795.59,,,,Kansas City
